# lang=en
free	unfree
skinny	Thesaurus:obese
anemic	nonanemic
readable	unreadable
readable	illegible
ancient	modern
giddyup	whoa
ancestor	descendant
ancestor	afterbear
outside	inside
inside	outside
ugly	beautiful
ugly	attractive
ugly	sightly
ugly	pretty
ugly	handsome
ugly	gorgeous
ugly	pleasing
ugly	attractive
ugly	moral
Aquarius	Leo
animosity	peace
annihilation	generation
annihilation	creation
annihilation	generation
answerable	unanswerable
apart	together
fraternity	disfavor
asymmetric	symmetrical
-y	-less
preemptive	postemptive
adulterous	unadulterous
large	small
large	minuscule
large	tiny
dune	dyke
dune	dike
ceiling	floor
anosmic	macrosmatic
anosmic	normosmic
anosmic	hyperosmic
anosmic	osmatic
rhythmic unit	rhythmic gesture
functional	dysfunctional
functional	non-functional
functional	nonfunctional
functional	unfunctional
functional	organic
rhythmic gesture	rhythmic unit
multiple level	division level
sesquipedalian	monosyllabic
sesquipedalian	brachysyllabic
binary	non-binary
mega-	micro-
elastic	anelastic
elastic	inelastic
elastic	nonelastic
apparent	invisible
apparent	hidden
apparent	latent
apparent	ambiguous
apparent	obscure
appealing	unappealing
even	uneven
even	odd
nerf	renovate
nerf	improve
nerf	buff
nerf	ameliorate
nerf	renew
nerf	revamp
every	no
every	none
descriptive	normative
descriptive	non-descriptive
descriptive	prescriptive
expansion	contraction
expansion	shrinkage
expand	contract#Verb
expand	limit#Verb
expand	contract#Verb
expand	limit#Verb
expand	factor
expert	inexpert
expert	nonexpert
micro-	uber-
micro-	ultra-
micro-	giga-
micro-	super-
micro-	grand
micro-	-zilla
micro-	great
micro-	mega-
micro-	over-
micro-	hyper-
micro-	macro-
micro-	supra-
micro-	arch-
homosexuality	heterosexuality
homosexuality	straightness
heterosexuality	homosexuality
out-	im-
out-	intra-
out-	in-
out-	ento-
out-	end-
out-	endo-
out-	en-
out-	em-
appear	disappear
appear	vanish
appearance	nonappearance
appearance	non-appearance
appertain	irrelevant
remainder	deficiency
remainder	shortage
remainder	dearth
remainder	deficit
remainder	undersupply
microwavable	unmicrowavable
old money	new money
old money	nouveau riche
old money	new money
crescent	gibbous
fluent	laborious
possible	impossible
possible	no-go
under	above
under	over
antebellum	postbellum
antebellum	post-war
ambidextrous	ambisinistrous
ambidextrous	ambilevous
masochism	sadism
imaginary part	real part
real part	imaginary part
real number	imaginary number
inverse	compute
mono-	poly-
mono-	multi-
lower case	upper case
lower case	uppercase
lower case	majuscule
lower case	capital
lower case	cap
lower case	big letter
lower case	block letter
period	frequency
greater than	less than
less than	greater than
notable	non-notable
uppercase	lowercase
lowercase	uppercase
appointment	dismissal
drunkenness	Thesaurus:drunkenness#Antonyms
drunkenness	soberness
thermo-	cryo-
thermo-	psychro-
resist	obey
resist	submit
-phobia	-philia
-phobe	-phile
-phobe	-philiac
-phobic	-philous
-phobic	-philic
-phobic	-philiac
-phobic	-phile
-phobic	-philiac
apportion	amass
apportion	gather
apportion	reassemble
apportion	consolidate
apportion	concentrate
appreciation	depreciation
ritardando	accelerando
fall asleep	wake up
fall asleep	wake
fall asleep	awake
fall asleep	awaken
fall in love	fall out of love
fall in love	disenamour
extra-	intra-
extra-	inter-
hetero-	iso-
hetero-	homo-
hetero-	iso-
hetero-	equi-
hetero-	auto-
hetero-	self-
hetero-	ortho-
hetero-	syn-
homo-	allo-
homo-	hetero-
arrive	depart
arrival	departure
arrival	non-arrival
arrival	nonarrival
departure	arrival
depart	stay
depart	arrive
depart	come
depart	live
depart	conform
long-winded	taciturn
long-winded	laconic
heterogeneous	homogeneous
combine	divide
combine	separate
combine	disunite
combination	division
combination	separation
combination	permutation
junction	Thesaurus:junction
baptism	de-baptism
baptism	debaptism
xenophobia	xenomania
xenophobia	xenophilia
xenophobia	xenophily
xenophobia	allophilia
expressive	inexpressive
expressive	unexpressive
finite	nonfinite
finite	infinitival
finite	infinite
finite	unlimited
finite	endless
finite	eternal
finite	everlasting
infinite	finite
infinite	infinitesimal
infinite	limited
infinite	noninfinite
infinite	uninfinite
neo-	paleo-
neo-	proto-
clockwise	ACW
clockwise	anticlockwise
clockwise	counter-clockwise
clockwise	CCW
clockwise	counterclockwise
clockwise	widdershins
clockwise	withershins
anticlockwise	clockwise
overgrowth	undergrowth
match	differ
apprehension	inapprehension
appropriate	inappropriate
appropriate	unhappy
alcoholic	on the wagon
alcoholic	Thesaurus:teetotaler
alcoholic	teetotaler
dys-	eu-
dysphemism	euphemism
de-	re-
de-	em-
patient	macrophobic
schism	unity
impatiently	patiently
en-	exo-
en-	ex-
en-	ecto-
en-	out-
en-	off
en-	de-
en-	ab-
en-	away
en-	apo-
en-	out-
endo-	exo-
endo-	ex-
endo-	ecto-
endo-	out-
until	since
print	cursive
radical	derived
radical	derivative
necrophilia	necrophobia
fore-	post-
fore-	post-
fore-	after-
-ee	uber-
-ee	ultra-
-ee	giga-
-ee	super-
-ee	grand
-ee	-zilla
-ee	great
-ee	mega-
-ee	over-
-ee	hyper-
-ee	macro-
-ee	supra-
-ee	arch-
-ette	uber-
-ette	ultra-
-ette	giga-
-ette	super-
-ette	grand
-ette	-zilla
-ette	great
-ette	mega-
-ette	over-
-ette	hyper-
-ette	macro-
-ette	supra-
-ette	arch-
-ette	he-
ex-	im-
ex-	intra-
ex-	in-
ex-	ento-
ex-	end-
ex-	endo-
ex-	en-
ex-	em-
everything	nothing
everywhere	nowhere
nowhere	everywhere
ad hominem	ad verecundiam
ad hominem	Wikipedia:Argument from authority
ad hominem	appeal to authority
ad hominem	ipse dixit
approximate	precise
approximate	exact
apropos	malapropos
aristocrat	commoner
aristocrat	plebeian
staccato	legato
crescendo	diminuendo
crescendo	decrescendo
crescendo	climax
crescendo	conclusion
diminuendo	crescendo
sour	sweet
in the closet	out of the closet
in the closet	out
moral	corrupt
moral	pseudomoral
moral	unscrupulous
moral	non-moral
moral	unethical
moral	immoral
moral	unmoral
moral	amoral
augmentative	diminutive
wise	unwise
wise	foolish
honest	dishonest
honesty	dishonesty
decimal	fraction
filter	ideal
morality	amorality
morality	immorality
inaccuracy	accuracy
acquisition	abandonment
adoration	disdain
much	little
regard	neglect
like	opposite
like	antithesis
fix	move
fix	change
undress	dress
take off	don
take off	put on
take off	land
take off	land
take off	touch down
senior	junior
tautology	contradiction in terms
tautology	contradiction
tautology	oxymoron
sexy	unsexy
sexy	nonsexy
sexy	prosaic
aggregation	disgregation
aggregation	disaggregation
miscible	immiscible
get up	go to bed
get up	sit down
chivalrous	unchivalrous
dissent	follow
dissent	allow
dissent	assent
dissent	agree
dissent	consent
dissent	accept
fold	unfold
canned	dried
bicameral	caseless
bicameral	unicameral
bicameral	unicase
albino	melanistic
albino	hypermelanistic
albino	hypermelanoid
albino	melanoid
student	teacher
ready	unready
enter	exit
entropy	aggregation
entropy	exergy
entropy	free entropy
entropy	negentropy
entropy	syntropy
freedom	bondage
freedom	constraint
freedom	imprisonment
freedom	slavery
freedom	unfreedom
paleologism	neologism
in the red	in the black
Trinitarian	antitrinitarian
Trinitarian	nontrinitarian
solder	desolder
anti-gay	pro-gay
calm	agitate
calm	excite
public library	private library
dispose	indispose
dispose	disincline
dismount	get on
dismount	mount
catadromous	anadromous
embark	disembark
annihilate	generate
annihilate	create
retrograde	anterograde
retrograde	prograde
drunkard	on the wagon
drunkard	pioneer
drunkard	teetotaller
enormous	tiny
enormous	Thesaurus:large
exactly	approximately
underwhelming	overwhelming
incursion	attack
incursion	movement
incursion	excursion
elect	reprobate
select	deselect
exclusive	inclusive
exclusive	non-exclusive
fragment	defragment
parity	chirality
unalike	alike
confirm	infirm
confirm	disconfirm
confirm	deny
confirm	dispute
confirm	contradict
confirm	question
evolution	stagnation
evolution	revolution
evolution	extinction
justification	condemnation
justification	conviction
foreign	domestic
foreign	native
foreign	indigenous
native	naturalized
native	foreign
native	fremd
native	Thesaurus:foreign
premiere	finale
get off	get in
get off	get on
softcore	hardcore
softcore	soft-core
left-handed	right-handed
chronic	acute
chronic	transient
eccentric	concentric
hypothetical	actual
hypothetical	categorical
present	future
present	past
present	absent
present	slow-acting
present	delayed
present	Thesaurus:delayed
present	inattentive
present	distracted
postposition	preposition
inept	apt
inept	adept
inept	skillful
trans	cis
occidental	oriental
pack	unpack
perv	normophile
park	building
park	street
park	skyscraper
perverse	innocent
impossible	possible
impossible	inevitable
uncipher	encipher
positive crystal	negative crystal
giant	dwarf
giant	midget
frigid	fervid
aye	nay
aye	no
aware	unaware
aweather	alee
aweless	awesome
aweless	awful
aweless	awefull
avail	disavail
availability	unavailability
availability	nonavailability
availability	non-availability
avoidable	inavoidable
avoidable	unavoidable
avoidable	inviolable
avoidable	unbreachable
avoidable	unbreakable
avoidable	inevitable
avoidable	Thesaurus:inevitable
below	above
below	over
below	above
below	over
below	upstream
unitary	confederal
broadsheet	tabloid
broadsheet	yellow journalism
effeminate	uneffeminate
effeminate	non-effeminate
effeminate	noneffeminate
camp	uncamp#Adjective
camp	uncampy#Adjective
victim	offender
-a	he-
autobiography	heterobiography
column	row
apoapsis	periapsis
periapsis	apoapsis
precede	succeed
precede	Thesaurus:succeed
testee	tester
rest	activity
alienate	accept
alienate	befriend
comprehensive	incomprehensive
discombobulate	combobulate
discombobulate	recombobulate
inflate	deflate
deflate	inflate
pre-	post-
pre-	post-
pre-	after-
within	outside
within	outwith
within	without
stepchild	stepparent
redeem	abandon
scant	ample
scant	plenty
nowt	owt
atheist	theist
technical	non-technical
technical	nontechnical
interred	unburied
intestate	testate
a.m.	p.m.
a.m.	afternoon
p.m.	a.m.
p.m.	forenoon
autonomous	heteronomous
section	whole
smoker	non-smoker
foolish	wise
forward	back
forward	rear
forward	posterior
forward	past
forward	restrained
modern	dated
modern	ancient
modern	historical
modern	Thesaurus:past
modern	former
modern	old-fashioned
modern	old
modern	premodern
malodorous	fragrant
violent	peaceful
inter-	extra-
intra-	exo-
intra-	ex-
intra-	ecto-
intramural	extramural
creative	imitative
creative	annihilative
erotophobia	erotophilia
apéritif	digestif
noman	somebody
hearing	deaf
hearing	nonhearing
parenteral	enteral
parenteral	enteric
serious	unimportant
serious	trifling
serious	jesting
shame	honor
cooked mode	raw mode
misanthrope	philanthrope
obey	disobey
obey	defy
obey	rebel
obey	resist
obey	violate
ill	well
ill	healthy
ill	hale
ill	fine
ill	good
ill	wack
chillax	stress
chillax	worked up
chillax	riled
chillax	badly
chillax	misbehave
exacerbation	amelioration
hopeless	hopeful
slander	glorification
humility	pride
boxing	unboxing
inhale	exhale
breathe in	breathe out
lipstick lesbian	bull dyke
lipstick lesbian	butch
exhale	inbreathe
exhale	inhale
exhale	breathe in
exhale	inspire
exhale	inbreathe
exhale	breathe in
dozen	few
mitigate	irritate
mitigate	worsen
mitigate	aggrandize
mitigate	exacerbate
mitigate	incite
mitigate	increase
mitigate	intensify
mitigate	aggravate
taciturn	prolix
iconoclastic	iconodulic
immutable	mutable
immutable	nonimmutable
ameliorate	deteriorate
ameliorate	worsen
leeward	windward
leeward	upwind
mild	strong
mild	violent
mild	disagreeable
mild	irritating
mild	harsh
mild	severe
physical	mental
physical	psychical
physical	spiritual
physical	psychological
supreme	inferior
supreme	minor
immortal	mortal
mortal	everlasting
mortal	immortal
mortal	natal
mortal	vital
mortal	vital
mortal	venial
livestock	deadstock
eternity	sempiternity
patrilineal	matrilineal
contradiction	tautology
significant	insignificant
significant	ignorable
significant	negligible
significant	slight
descendant	ascendant
descendant	ascending
descendant	ascendent
descendant	montant
record	erase
record	erase
sparkling	still
sparkling	Thesaurus:noneffervescent
sparkling	noncarbonated
dyslexia	hyperlexia
those	these
wrap	unwrap
late	early
later	earlier
later	once
probable	improbable
throat	peak
loyal	disloyal
loyal	fickle
loyal	treacherous
dewikify	wikify
industrious	lazy
tight	baggy
tight	Thesaurus:loose
tight	saggy
tight	slack
tight	loose
tight	sagging
tight	Thesaurus:careless
tight	slack
tight	loose
tight	relaxed
tight	prodigal
tight	Thesaurus:generous
tight	scattergood
tight	generous
tight	Thesaurus:prodigal
tight	wide
tight	Thesaurus:wide
tight	spacious
tight	broad
tight	roomy
tight	open
tight	capacious
tight	sloppy
tight	slapdash
tight	slack
tight	on the wagon
tight	Thesaurus:sober
tight	clearheaded
tight	Thesaurus:bad
tight	rubbish
tight	crap
tight	pathetic
tight	naff
tight	pleasant
tight	nice
tight	Thesaurus:kindly
tight	unruly
tight	Thesaurus:disorderly
tight	messy
tight	bungling
tight	Thesaurus:unskilled
tight	maladroit
tight	unskilful
underdog	favourite
underdog	favorite
underdog	sure bet
underdog	safe bet
underdog	top dog
underdog	shoo-in
level	tilted
level	unbalanced
level	uneven
prose	verse
prose	poetry
sudden	Thesaurus:gradual
sudden	gradual
sudden	unsudden
yea	nay
yea	no
stereo	monophonic
stereo	mono
stereo	monaural
considerable	ignorable
considerable	negligible
considerate	inconsiderate
model	antimodel
model	Thesaurus:jerk
-ose	-less
-less	-some
-less	-ful
-less	-y
-less	-ed
falsehood	truth
falsehood	verity
smelly	fragrant
smelly	sweet-smelling
smelly	aromatic
smelly	clean
smelly	above board
expulsion	impulsion
redundant	non-redundant
magnetic	antimagnetic
magnetic	geographic
magnetic	repulsive
magnetic	non-magnetic
magnetic	nonmagnetic
sharpen	blunt
sharpen	blur
deceleration	acceleration
clay	soul
clay	spirit
pygmy	giant
pygmy	ettin
inductive reasoning	abductive reasoning
inductive reasoning	deductive reasoning
recalcitrant	obedient
recalcitrant	compliant
recalcitrant	eager
recalcitrant	amenable
recalcitrant	cooperative
recalcitrant	orthodox
cooperation	competition
client	server
glabrous	hirsute
ignoble	noble
ignoble	noble
ignoble	honorable
excuse	punish
excuse	blame
bion	morphon
relax	stress
relax	excite
divorce	marriage
hire	fire
pleasant	disagreeable
pleasant	nasty
pleasant	repulsive
pleasant	unpleasant
polite	impolite
polite	rude
income	outgo
lock in	lock out#Verb
defend	attack
arrogation	abandonment
slender	broad
slender	Thesaurus:obese
prime	composite
contract	increase
contract	expand
contract	grow
contract	lengthen
export	import
export	import
export	importation
goofy	regular
wreck	build
wreck	construct
wreck	make
wreck	produce
superior	inferior
excellent	poor
excellent	terrible
lateral	longitudinal
lateral	vertical
reverse	normal
easy	anxious
easy	uneasy
easy	uneasy
easy	uneath
easy	difficult
easy	hard
easy	challenging
imitation	creation
tiny	huge
tiny	Thesaurus:small
logical	illogical
logical	confusing
logical	dumb
desalt	salt
desalt	salinate
indelible	delible
fill	empty
fill	empty
existent	nonexistent
existentialism	noumenalism
unnecessarily	necessarily
unnecessary	necessary
unnecessary	needed
unnecessary	required
unnecessary	mandatory
endemic	introduced
endemic	alien
